author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
Pedro Calderón de la Barca,NaN,ספר דיגיטלי,SAGA Egmont,2021,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 16 בפברואר 2021",NaN
Pedro Calderón de la Barca,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 12 באוקטובר 2020",NaN
Franco Arminio,קריינות: Massimiliano Lotti,ספר מוקלט,Giunti Editore S.p.A./Bompiani,2020,שירה ודרמה,4.15,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",3שעות 3דקות
Julia Wong,NaN,ספר דיגיטלי,Editorial Gafas Moradas,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 29 באוגוסט 2020",NaN
Edgar Allan Poe,קריינות: Michael Ward,ספר מוקלט,Author's Republic,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בספטמבר 2020",4שעות 45דקות
Graham Kings,NaN,ספר דיגיטלי,Canterbury Press Norwich,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 30 בספטמבר 2020",NaN
Arthur Miller,קריינות: Thomas Mitchell,ספר מוקלט,Author's Republic,2020,שירה ודרמה,3.36,אנגלית,"תאריך פרסום
ספר מוקלט: 24 בספטמבר 2020",2שעות 26דקות
Kahlil Gibran,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
Franz Kafka,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,3.5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
Charlotte Brontë,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
Percy Bysshe Shelley,NaN,ספר דיגיטלי,Curzon Press,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2020",NaN
Ladislao Feder,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 בספטמבר 2020",NaN
Washington Irving,קריינות: Bruce Lieberman,ספר מוקלט,JSX Publishing Inc.,2020,שירה ודרמה,2.75,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בספטמבר 2020",1שעות 6דקות
David Menard,קריינות: Lisa L'Heureux,ספר מוקלט,Editions L'interligne,2020,שירה ודרמה,4,צרפתית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",1שעות 4דקות
María Raquel Bonifacino,NaN,ספר דיגיטלי,Ediciones Lilium,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 2 באוקטובר 2020",NaN
JB Frost,NaN,ספר דיגיטלי,BookRix,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 בספטמבר 2020",NaN
Henrik Ibsen,קריינות: Expatriate,ספר מוקלט,SAGA Egmont,2020,שירה ודרמה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020",2שעות 56דקות
Christian Garavito,NaN,ספר דיגיטלי,Letrame Grupo Editorial,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 29 בספטמבר 2020",NaN
Roberta Mezzabarba,קריינות: Andrew James Roberts,ספר מוקלט,Tektime,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2020",3שעות 26דקות
Nikolai Gogol,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Edgar Allan Poe,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,4.43,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Paul Laurence Dunbar,NaN,ספר דיגיטלי,Ragged Hand,2015,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 במאי 2015",NaN
William Morris,NaN,ספר דיגיטלי,Girvin Press,2016,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 באפריל 2016",NaN
Ring Lardner,NaN,ספר דיגיטלי,Gleed Press,2016,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 באפריל 2016",NaN
Ernest Dowson,NaN,ספר דיגיטלי,Warren Press,2015,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בפברואר 2015",NaN
William Morris,NaN,ספר דיגיטלי,Gleed Press,2016,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 באפריל 2016",NaN
Aleister Crowley,NaN,ספר דיגיטלי,Obscure Press,2015,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 21 באוקטובר 2015",NaN
G. H. Clarke,NaN,ספר דיגיטלי,Last Post Press,2016,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 במרץ 2016",NaN
G.K. Chesterton,NaN,ספר דיגיטלי,Baker Press,2016,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 במרץ 2016",NaN
María Isabel Luque Muñoz,"קריינות: María Isabel Luque Muñoz, Álvaro Saco",ספר מוקלט,Editorial Cántico,2021,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר מוקלט: 23 במרץ 2021",1שעות 2דקות
Maricela Guerrero,NaN,ספר דיגיטלי,Ediciones Antílope,2020,שירה ודרמה,5,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 בספטמבר 2020",NaN
Victoria Alonso Gutiérrez,NaN,ספר דיגיטלי,Tregolam,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באוקטובר 2020",NaN
אני רוצה לנסות!,NaN,ספר דיגיטלי,Hirnkost,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 באוקטובר 2020",NaN
Federico García Lorca,"קריינות: Víctor Velasco, Nacho Fresneda",ספר מוקלט,Planeta Audio,2020,שירה ודרמה,4.6,ספרדית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",8שעות 18דקות
William Shakespeare,קריינות: David Hickling,ספר מוקלט,Atticus Direct,2020,שירה ודרמה,3,אנגלית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2020",2שעות 32דקות
Dorian Welch,קריינות: Dylan Thomas,ספר מוקלט,Author's Republic,2020,שירה ודרמה,3,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בספטמבר 2020",56דקות
Basil Eliades,קריינות: Basil Eliades,ספר מוקלט,Interactive Publications,2020,שירה ודרמה,2,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בספטמבר 2020",48דקות
Stephen Oliver,קריינות: Stephen Oliver,ספר מוקלט,Interactive Publications,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בספטמבר 2020",42דקות
Jeni Nixon,קריינות: Jeni Nixon,ספר מוקלט,Interactive Publications,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בספטמבר 2020",43דקות
Honoré de Balzac,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 4 באוקטובר 2020",NaN
Janelle Levy,NaN,ספר דיגיטלי,BookRix,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בספטמבר 2020",NaN
Janelle Levy,NaN,ספר דיגיטלי,BookRix,2020,שירה ודרמה,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בספטמבר 2020",NaN
Francis Barton Gummere,קריינות: Bruce Lieberman,ספר מוקלט,JSX Publishing Inc.,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 27 באוגוסט 2020",2שעות 14דקות
Ruth Maus,קריינות: Ruth Maus,ספר מוקלט,Meadowlark Press,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוגוסט 2020",1שעות 43דקות
Rabindranath Tagore,NaN,ספר דיגיטלי,Obscure Press,2020,שירה ודרמה,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2020",NaN
Felicia Luna Lemus,NaN,ספר דיגיטלי,Akashic Books,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 בנובמבר 2020",NaN
Facundo Quidam,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 7 באוקטובר 2020",NaN
אני רוצה לנסות!,NaN,ספר דיגיטלי,University of Virginia Press,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Jorge Tigrero,NaN,ספר דיגיטלי,Luna Nueva Ediciones,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Homer,NaN,ספר דיגיטלי,Arcturus,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Żurnalista.pl,קריינות: Filip Kosior,ספר מוקלט,Storyside,2020,שירה ודרמה,4.53,פולנית,"תאריך פרסום
ספר מוקלט: 9 בנובמבר 2020",1שעות 4דקות
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 באוקטובר 2020",NaN
Joachim Ringelnatz,קריינות: Marco Caduff,ספר מוקלט,EuPhonie,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 2 בנובמבר 2020",3דקות
Selma Lagerlöf,קריינות: Sebastian Lohse,ספר מוקלט,Wunderhaus Verlag,2020,שירה ודרמה,3.83,גרמנית,"תאריך פרסום
ספר מוקלט: 6 בנובמבר 2020",1שעות 45דקות
Kahlil Gibran,קריינות: Mark F. Smith,ספר מוקלט,FILROUGEVICEVERSA,2020,שירה ודרמה,4,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בנובמבר 2020",1שעות 28דקות
Victoria García Gómez,קריינות: Victoria García Gómez,ספר מוקלט,Editorial Cántico,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2020",31דקות
Sergio Pollastri,NaN,ספר דיגיטלי,Nuestra América Editorial,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באוקטובר 2020",NaN
Ahmed M. Badr,NaN,ספר דיגיטלי,Andrews McMeel Publishing,2020,שירה ודרמה,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 13 באוקטובר 2020",NaN
Sasha Davis,קריינות: Monique,ספר מוקלט,FyaPublishing,2021,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בנובמבר 2021",1שעות 57דקות
Fyodor Dostoevsky,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 באוקטובר 2020",NaN
Euripides,קריינות: Sven Görtz,ספר מוקלט,BÄNG Management & Verlag,2020,שירה ודרמה,3,גרמנית,"תאריך פרסום
ספר מוקלט: 1 במאי 2020",1שעות 34דקות
Aristophanes,קריינות: Sven Görtz,ספר מוקלט,BÄNG Management & Verlag,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 19 ביוני 2020",2שעות 8דקות
Dima Galdin,NaN,ספר דיגיטלי,BookRix,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Herbert J. Wimmer,קריינות: Anja Liedl,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 41דקות
Melissa Treglia,קריינות: Melissa Treglia,ספר מוקלט,Melissa Treglia,2020,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 באוגוסט 2020",2שעות 27דקות
Martin Auer,קריינות: Natascha Husar,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 11דקות
Konstantin Ames,קריינות: Franziska Singer,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות
Liesl Ujvary,קריינות: Franziska Singer,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",2שעות 30דקות
Lode Vanermen,קריינות: Claudia Rohnefeld,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",4שעות 20דקות
Nils Röller,קריינות: Matthias Ermert,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",6שעות 47דקות
Sophie Reyer,קריינות: Claudia Rohnefeld,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 38דקות
Raphaela Edelbauer,קריינות: Franziska Singer,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",2שעות 56דקות
Sina Klein,קריינות: Claudia Rohnefeld,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 11דקות
Jane Austen,NaN,ספר דיגיטלי,The griffin classics,2020,שירה ודרמה,4.6,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 באוקטובר 2020",NaN
Waltraud Haas,קריינות: Claudia Rohnefeld,ספר מוקלט,Klever Verlag Audio,2020,שירה ודרמה,0,גרמנית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020",1שעות 22דקות
Francisco Antonio León Cuervo,NaN,ספר דיגיטלי,Editorial Universidad de Guadalajara,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Santiago Acosta,NaN,ספר דיגיטלי,Editorial Universidad de Guadalajara,2020,שירה ודרמה,3,ספרדית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Friedrich Schiller,"קריינות: Torben Kessler, Carolin Conrad, Aleksandar Radenkovic, Andreas Keller, Till Wonka, Dieter Jaßlauk, Jörg Dathe, Bettina Riebesel, Marlène Duncker",ספר מוקלט,BUCHFUNK Verlag,2020,שירה ודרמה,4,גרמנית,"תאריך פרסום
ספר מוקלט: 23 באוקטובר 2020",1שעות 33דקות
Sylvia Plath,NaN,ספר דיגיטלי,Nórdica Libros,2020,שירה ודרמה,3,ספרדית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008462031",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",37שעות 34דקות
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008462048",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",100שעות 24דקות
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008462024",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",15שעות 11דקות
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008462017",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",10שעות 49דקות
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008462000",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",9שעות 44דקות
William Shakespeare,ספר מוקלט,"© 2020 William Collins (ספר מוקלט) מסת""ב: 9780008461997",William Collins,NaN,שירה ודרמה,0,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",28שעות 5דקות
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
Lope de Vega,NaN,ספר דיגיטלי,SAGA Egmont,2020,שירה ודרמה,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 באוקטובר 2020",NaN
